Label,Message
info,Bill dated 2014-01-05 for Rs 375 has been generated for your Reliance fixedline/broadband relationship no. 11732781. The same will reach you by 2014-01-08. Due date: 2014-01-20.
info,"PNR:4436273466,TRAIN:2722,DOJ:2013-07-19,AC3,ADQ-BYR,Dep:5:40, Michael,B1 31 , Fare:7267,SC:10.0+PG+INS"
ham,i am going dancing with jeremy on 2nd april at 10am
ham,"No dnt call,, evening am busy."
info,"Hi Customer, Booking ID: WLIT033. Seats: STANDARD-D2,D3,D4,D5,D6,D7,D8, 7 seat(s) for Teenage Mutant Ninja Turtles: Out of the Shadows on 2011-12-20 16:33 at Gopalan Cinemas: Arcade Mall, Mysore Road. Please carry your CC/DC card which was used for booking tickets."
ham,are u cmg for the reunion party on coming Tuesday @ night club
info,"[Juliette] Hi Cole, your reservation is confirmed for 19 people on 2009-11-23 at 3:20. We can hold your table for a maximum of 6 mins."
spam,OTP is 526537 for the txn of INR 13564.00 at JET Airways on your HDFC bank Debit card ending with 7461. Valid till 4:29:22. Do not share the OTP with anyone for security reasons
spam,"Dear Member, you are now unsubscribed from our messages.To opt in call +912223472354"
info,"* KSRTC m-Ticket *  from: PALAKKAD to: AGUMBE PsngrName: Clayton TripCode: 911PALAGU PNR No.: J94083917 JnyDate: 2013-08-25 DepTime: 9:11  SeatNo.: 34, 59, 39, 9, 17, 19, 27  Class: Non-AC Sleeper  BoardingPt: PALAKKAD MG Road Txn Password: 7212 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
ham,let's get tacos tonight!
ham,How about Pizza at 9PM
ham,Can you call me now?
info,YourBus (HUNDIMALA-SECUNDERABAD 10:29) left  Anand Rao Circle at 11:29 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
ham,Yeah who's playing
ham,lets meet breakfast 7:30 everyday
ham,i will be calling john tomorrow
info,"Hi Customer, Booking ID: W2B5CAC. Seats: GOLD-J2,J3, 2 seat(s) for Ice Age: Collision Course on 2011-06-08 0:40 at Gopalan Grand Mall: Old Madras Road. Please carry your CC/DC card which was used for booking tickets."
info,Appointment with Dr Xavier in ANWATTI on 2014-04-16 at 14:14 is confirmed. For queries call 1800 2687 1181. Your appt. might get delayed in case the doctor is attending an emergency.
ham,need to do preparations..
spam,Delivered: Your package withFriends kid Diaper (Easy) ...was successfully delivered. More info at http://myantra.com/cBfWh1e
ham,ohh.. Text me the reservation number I will call and confirm
info,"[Britling Cafeterias] Hi Devin, your reservation is confirmed for 5 people on 2010-07-24 at 13:27. We can hold your table for a maximum of 4 mins."
ham,tomorrow there will be a meeting
info,Thank you for using your AXIS bank CREDITcard ending 8616 for Rs. 3940.00 in KARAIKUDI at Ebay on 2010-04-15 2:31
ham,We'r arranging the Client Meeting on the eve of New Year.
ham,sync with server tomorrow
info,The PNR for your SPICE JET Flt 5V286 for UDR-GWL on 2011-09-22 at 4:15 hrs  is A1LR2G. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
spam,"Dear customer, We wish you a Happy Ram Navami. Thanks for being a HDFC Bank customer."
info,"PNR:6272443433,TRAIN:8233,DOJ:2011-07-27,AC3,BNTL-BEB,Dep:6:36, Vincent,B3 28 , Fare:2002,SC:10.0+PG+INS"
info,Lakshmi Auto Agency : Service of your car KA16I3224 is due in 63 days on 2011-10-16. Please contact us at 9387326337 to book a service.
ham,lets meet 26th before diwali
spam,"Super Hours live from 8pm to midnight! Enjoy 25% Off on min Rs.1799 Choose from 2 Lakh+ Styles! Don't wait, just shop! http://smsd.in/H00T2xGJ"
spam,"Dear Customer, Your Net Available Balance for Ac XXXXXXXX540712 is INR 12,635.48 as on 01-07-2016 21:15:54"
spam,OTP is 573331 for the txn of INR 16241.00 at Paytm SELLER SERVICES on your HDFC bank Debit card ending with 2677. Valid till 7:23:52. Do not share the OTP with anyone for security reasons
ham,i met john yesterday at 9
info,"Hi Customer, Booking ID: WSAG5OJ. Seats: STANDARD-A6,A7, 2 seat(s) for Allegiant on 2012-05-19 11:58 at Cinepolis: Orion East Mall, Banaswadi. Please carry your CC/DC card which was used for booking tickets."
ham,Sure I will attend
ham,Ashtanga Yoga Research Institute…It's in Lakshmipuram.
info,"* KSRTC m-Ticket *  from: HASSAN to: SRIKALAHASTI PsngrName: Kaden TripCode: 143HASSRI PNR No.: J79634155 JnyDate: 2011-11-23 DepTime: 1:43  SeatNo.: 34, 41, 13, 15, 16, 20, 21, 23, 28, 30  Class: AC chair  BoardingPt: HASSAN MG Road Txn Password: 7347 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
info,The PNR for your JET Airways Flt 3R135 for SUN-VNS on 2015-07-26 at 20:22 hrs  is ZQW74X. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
spam,"Mr. Sunil, Still I am getting marketing sms. :(. Celebrate Ur Favourite Thalaivar movie with Dominos! Show Ur ticket &amp; Get 20% OFF on 400.WalkIn/Order @ 68369600/ @ dominos.co.in Cpn:MOB03 Vld till 24 jul T&amp;C"
spam,"Dear Member, you are now unsubscribed from our messages.To opt in call +915377148254"
ham,Sorry dude...I hv one appointment with the MS team at the launch of Windows-10 in Montreal on 28th of Dec.
info,"Thank you for choosing AirportTaxi for 2015-07-07 at 8:33. Cab:KA52V8338 , Chauffer: Cayden, Cell: 9823488157 will reach you. T&C apply, visit www.AirportTaxi.com"
ham,Hey Amanda can u call Tony 4 me ?
info,"PNR:3661755478,TRAIN:13357,DOJ:2012-04-22,FC,BRYA-BHBK,Dep:10:42, Preston,F7 88 , Fare:1114,SC:10.0+PG+INS"
info,The PNR for your INDIGO Flt 8F876 for JDH-DAE on 2011-10-04 at 19:43 hrs  is II2WHK. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
spam,"Dear customer, We wish you a Happy Muharram. Thanks for being a SPICE JET customer."
info,Appointment with Dr Oscar in Belagavi on 2011-12-22 at 6:13 is confirmed. For queries call 1800 5242 5727. Your appt. might get delayed in case the doctor is attending an emergency.
spam,Get Rs.300 CASHBACK on Shopping of Rs.3000 @ Big Bazaar & fbb Monthly Rewards offer valid till 11 June | Cashback in Future Pay Wallet T&C Apply
spam,Rs. 2665.8 has been deducted from MyWallet account for purchase on BookMyShow with Booking ID WQ5M3DZ.&#10;&#10;Your updated account balance is Rs. 403.20.
ham,Do you want to get a bagel at the new cafe downtown tomorrow?
info,"Thank you for choosing taxiforsure for 2011-04-03 at 16:55. Cab:KA21W1738 , Chauffer: Brayden, Cell: 9176325163 will reach you. T&C apply, visit www.taxiforsure.com"
info,Welcome to Edward Waters College R.No. 312 Ch.In 2015-05-31 10:27 Ch.out 2015-06-05 12:00.
ham,Hey do you want to grab lunch later?
info,"Hi Customer, Booking ID: WDCSZPN. Seats: SILVER-N3,N4,N5,N6,N7, 5 seat(s) for The Jungle Book on 2011-08-16 5:27 at Gopalan Cinemas: Arcade Mall, Mysore Road. Please carry your CC/DC card which was used for booking tickets."
ham,i will meet john after the last day of durga puja in october
info,Thank you for using your HDFC bank Debitcard ending 8472 for Rs. 2361.00 in MANTRALAYA at Paytm SELLER SERVICES on 2011-10-02 20:45
ham,schedule a meeting to have discussion with john tomorrow
ham,remind me to call tom before 3 pm tomorrow
ham,Wassup bro? Wanna grab a pizza
ham,yes she is stable .. may be I can comeback sooner ..
spam,discover twitter! tap m.twitter.com/@rafaeljaitley for more of their tweets. text discover off to + 789477 - 540630 to stop. =+ 464189 (unknown)
info,Maha Veer Auto Agency : Service of your car KA14Z2142 is due in 42 days on 2013-11-21. Please contact us at 9762886844 to book a service.
ham,meet john in the 3rd week of may
info,"Hi Customer, Booking ID: WJRW3QH. Seats: GOLD-M2,M3,M4,M5,M6,M7,M8, 7 seat(s) for Sing on 2010-09-10 3:47 at Innovative Multiplex: Marathahalli. Please carry your CC/DC card which was used for booking tickets."
info,YourBus (CHANNARAYAPATNA-SHIVAMOGGA 14:41) left  Kasturinagar at 15:41 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
ham,When is his birthday ?
info,"Repair ref.no for your car is JC45335336 opened on 2015-08-02 4:40hrs,ETD of your car is 2015-08-03 11:27hrs and est.repair amt is Rs.533 Rgds, Lakshmi Auto Agency"
info,True Value : Service of your car KA24T5374 is due in 78 days on 2012-01-25. Please contact us at 9673832653 to book a service.
ham,get in touch with mary on friday at office
info,"PNR:2382553448,TRAIN:35261,DOJ:2012-05-15,SL,BHLA-BFT,Dep:8:58, Ricardo,S4 24 , Fare:3026,SC:10.0+PG+INS"
ham,Yeah 5:30 works. I need to do some stuff before anyways
ham,call john between 5 and 5:30 in the evening to discuss the plan
ham,create a schedule with amy on tuesday when i'm free
ham,Thnx a lot dear.
ham,Jason's Bday is on 3rd sep.
info,"Thank you for choosing radiocabs for 2010-11-19 at 19:48. Cab:KA36M3473 , Chauffer: Henry, Cell: 9518727117 will reach you. T&C apply, visit www.radiocabs.com"
info,"Repair ref.no for your car is JC51382836 opened on 2013-11-23 22:32hrs,ETD of your car is 2013-11-24 3:25hrs and est.repair amt is Rs.1718 Rgds, Maha Veer Auto Agency"
ham,Hey!! R u going for Susan's Wedding
spam,"Greetings, Bajaj finserv wishes you a Blessed Good Friday."
ham,Meet downtown at 5pm?
spam,Delivered: Your package withAvery Car Charger Star.10 USB Bl...was successfully delivered. More info at http://amazon.com/cBfWh1e
info,Bimal Auto Agency : Service of your car KA64W6832 is due in 28 days on 2012-08-03. Please contact us at 9271142142 to book a service.
spam,Discover Twitter!&#10;Go to m.twitter.com/BlrCityPolice for more of their Tweets. Text DISCOVER OFF to +91-7890108827 to stop. Terms: https://t.co/tos/s/Jb6C
info,"[Juniors Cafe] Hi Pedro, your reservation is confirmed for 4 people on 2010-11-24 at 2:55. We can hold your table for a maximum of 39 mins."
ham,bill is due on 4th
info,YourBus (Belagavi-COONUR 17:31) left  Gandinagar at 18:31 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
info,"DEAR Carlos, THANK YOU FOR YOUR BOOKING (ORDER ID: 65643), YOUR ORDER HAS BEEN ASSIGNED TO Shane(9472416222) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2011-09-14 at 11:35. FOR ASSISTANCE WHATSAPP US ON 8376662367."
info,Maha Veer Auto Agency : Service of your car KA74M5827 is due in 86 days on 2014-01-07. Please contact us at 9416421627 to book a service.
spam,"Dear Customer, Your Net Available Balance for Ac XXXXXXXX701145 is INR 46,747.48 as on 30-05-2016 21:11:56"
info,The PNR for your INDIGO Flt 4C634 for BBI-BEK on 2013-04-16 at 18:18 hrs  is ZV5Y9Y. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
ham,i will call you in 5 secs
info,"Welcome to PORTER BANCORP R.No. 217, 460, 246 Ch.In 2011-04-19 3:14 Ch.out 2011-05-16 12:00."
info,"Thank you for choosing ucabs for 2015-04-16 at 19:46. Cab:KA53D2458 , Chauffer: Travis, Cell: 9831431287 will reach you. T&C apply, visit www.ucabs.com"
spam,Delivered: Your package withSri High Quality Stainless Steel Blades With Safety Guard Dog Nail Clipper~was successfully delivered. More info at http://snapdeal.com/cBfWh1e
spam,"Dear Member, you are now unsubscribed from our messages.To opt in call +911513813727"
info,"Repair ref.no for your car is JC15848844 opened on 2012-02-08 21:27hrs,ETD of your car is 2012-02-09 18:23hrs and est.repair amt is Rs.2765 Rgds, Lakshmi Auto Agency"
info,Aryan Auto Agency : Service of your car KA46F8416 is due in 32 days on 2010-07-26. Please contact us at 9518575422 to book a service.
ham,What time did you want me to pick you up for your flight?
spam,OTP is 822177 for the txn of INR 13369.00 at Maha Veer Auto Agency on your ICICI bank CREDIT card ending with 8182. Valid till 13:51:51. Do not share the OTP with anyone for security reasons
info,Welcome to Mauna Kea Beach Hotel R.No. 306 Ch.In 2013-03-21 2:22 Ch.out 2013-03-31 12:00.
ham,Go and meet your family doctor at his residence
spam,OTP is 888323 for the txn of INR 11111.00 at KSRTC on your HDFC bank Debit card ending with 8736. Valid till 23:31:37. Do not share the OTP with anyone for security reasons
spam,Delivered: Your package withLadybird Tales Chicken Lickenwas successfully delivered. More info at http://amazon.com/cBfWh1e
ham,"sure, what time?"
info,"Hi Customer, Booking ID: W9DXDIZ. Seats: PLATINUM-L15,L16,L17,L18,L19, 5 seat(s) for Batman v Superman: Dawn of Justice on 2014-09-04 5:28 at Cinepolis: Orion East Mall, Banaswadi. Please carry your CC/DC card which was used for booking tickets."
ham,i will have coffee at 9 a.m
ham,Remind me to wish near World Trade Centre for her birthday
info,"Hi Customer, Booking ID: WTSCMM7. Seats: PLATINUM-N12,N13,N14,N15,N16,N17, 6 seat(s) for The Girl on the Train on 2011-10-30 5:21 at INOX: Garuda Mall, Magrath Road. Please carry your CC/DC card which was used for booking tickets."
info,"Welcome to University of Nebraska Medical Center R.No. 449, 595 Ch.In 2013-11-16 1:32 Ch.out 2013-11-21 12:00."
spam,"Dear JET Airways Customer, flight 7L827 from RRK shall be boarding from gate 27M. Boarding gate closes1 mins prior to the departure time."
info,"* KSRTC m-Ticket *  from: ANWATTI to: TUMAKURU PsngrName: Bryson TripCode: 1538ANWTUM PNR No.: J61751823 JnyDate: 2013-08-15 DepTime: 15:38  SeatNo.: 49, 42, 44  Class: AC Sleeper  BoardingPt: ANWATTI Rly Station Txn Password: 8741 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
info,"Thank you for choosing radiocabs for 2015-02-10 at 17:58. Cab:KA22A3778 , Chauffer: Hunter, Cell: 9223168155 will reach you. T&C apply, visit www.radiocabs.com"
info,"* KSRTC m-Ticket *  from: NELLORE to: CHANNARAYAPATNA PsngrName: Ryan TripCode: 2128NELCHA PNR No.: J25556185 JnyDate: 2015-02-10 DepTime: 21:28  SeatNo.: 24, 2, 45, 6  Class: AC chair  BoardingPt: NELLORE Residency Road Txn Password: 4688 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
ham,hey can you pick me up from the library in a few hours?
info,"Welcome to Splish Splash Waterpark R.No. 274, 387, 189 Ch.In 2015-06-02 20:23 Ch.out 2015-06-30 12:00."
spam,"Dear AirAsia Customer, flight 8B433 from IXM shall be boarding from gate 15A. Boarding gate closes6 mins prior to the departure time."
ham,soccer game with Sarah Sunday at 12 p.m.
spam,We have received your order OD363823566339580997 amounting to Rs.164 and it is being processed.You can manage your order at http://fkrt.it/ZicH0uuuuN . Thank You!
info,"* KSRTC m-Ticket *  from: DAVANEGERE to: MANDYA PsngrName: Jason TripCode: 225DAVMAN PNR No.: J93745557 JnyDate: 2010-07-11 DepTime: 2:25  SeatNo.: 56, 18, 11  Class: AC Sleeper  BoardingPt: DAVANEGERE Residency Road Txn Password: 2848 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
info,"Thank you for choosing taxiforsure for 2015-08-10 at 6:40. Cab:KA26K6183 , Chauffer: Wesley, Cell: 9642328276 will reach you. T&C apply, visit www.taxiforsure.com"
info,"Welcome to Lakemont Park R.No. 396, 327 Ch.In 2013-11-07 15:43 Ch.out 2013-11-17 12:00."
spam,Delivered: Your package withStar Car Mats Atlas 4D Floor Ma...was successfully delivered. More info at http://patm.com/cBfWh1e
ham,Sure when and where you thinking?
info,"DEAR Cameron, THANK YOU FOR YOUR BOOKING (ORDER ID: 57116), YOUR ORDER HAS BEEN ASSIGNED TO Ty(9727378828) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2011-05-06 at 4:27. FOR ASSISTANCE WHATSAPP US ON 8441587757."
info,"Repair ref.no for your car is JC62621757 opened on 2013-01-20 23:46hrs,ETD of your car is 2013-01-21 10:51hrs and est.repair amt is Rs.630 Rgds, Sarden Auto Agency"
info,"* KSRTC m-Ticket *  from: SHIVAMOGGA to: Thiruvananthapuram PsngrName: Mason TripCode: 1327SHIThi PNR No.: J89722930 JnyDate: 2011-09-01 DepTime: 13:27  SeatNo.: 51, 2, 4, 42, 19, 52, 53, 10, 21  Class: Non-AC Sleeper  BoardingPt: SHIVAMOGGA Bus Stand Road Txn Password: 5257 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
ham,"Thanks!, scrum generally happen at 11 or 11:30."
ham,john's birthday celebration starts @ 10 to 8pm
info,"PNR:7367167287,TRAIN:14212,DOJ:2009-12-31,AC3,BST-BNWC,Dep:1:33, Ashton,B2 34 , Fare:568,SC:10.0+PG+INS"
spam,"Paytm has added Rs.55 in your Paytm Wallet. Updated Balance: Rs.55.4. Now, also pay electricity bills at Paytm. Visit http://m.p-y.tm/e"
info,"Hi Customer, Booking ID: W1QPTWE. Seats: PLATINUM-I5,I6, 2 seat(s) for Kung Fu Panda 3 on 2011-08-01 5:37 at Carnival: Rockline Mall. Please carry your CC/DC card which was used for booking tickets."
spam,OTP is 812858 for the txn of INR 14234.00 at AMAZON SELLER SERVICES on your ICICI bank Debit card ending with 2121. Valid till 21:38:31. Do not share the OTP with anyone for security reasons
info,The PNR for your AirAsia Flt 7H656 for LKO-RAJ on 2013-12-06 at 4:20 hrs  is R902Z3. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
ham,meet john for summer
ham,Please send group wise dump to me and group heads and team wise dump to me for Intelligence Services
spam,OTP is 213424 for the txn of INR 16006.00 at Maha Veer Auto Agency on your ICICI bank Debit card ending with 2335. Valid till 8:16:47. Do not share the OTP with anyone for security reasons
ham,"Thx, hope it wasn't too big of a mess"
info,"Thank you for choosing Meru for 2013-01-14 at 15:12. Cab:KA86U1725 , Chauffer: Camden, Cell: 9873124463 will reach you. T&C apply, visit www.Meru.com"
spam,"Greetings, Lakshmi Auto Agency wishes you a Happy New Year."
info,"Dear Guest, Thanks for choosing Holiday Inn. Order ID 4314. Delivery by 2011-12-02 8:49. Enjoy 18% discount on your next purchase. Code L8DLWL. T&C."
info,"PNR:7727632844,TRAIN:1377,DOJ:2014-07-23,SL,BBO-BMCK,Dep:4:21, Javier,S6 45 , Fare:5857,SC:10.0+PG+INS"
info,True Value : Service of your car KA35Y1883 is due in 24 days on 2012-08-23. Please contact us at 9342273175 to book a service.
info,YourBus (Bengaluru-PAYYANUR 23:20) left  B T M Layout at 24:20 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
ham,lets meet second last day of next month
info,"Dear Guest, Thanks for choosing t-joes. Order ID 8271. Delivery by 2012-01-20 18:29. Enjoy 24% discount on your next purchase. Code DKF8WK. T&C."
info,Bill dated 2014-07-16 for Rs 524 has been generated for your Bsnl fixedline/broadband relationship no. 42435315. The same will reach you by 2014-07-19. Due date: 2014-07-31.
info,"Thank you for choosing AirportTaxi for 2013-01-18 at 17:16. Cab:KA42R5358 , Chauffer: Jacob, Cell: 9755687584 will reach you. T&C apply, visit www.AirportTaxi.com"
ham,Wt time u get in?
ham,Hey.. Whats d plan for tomorrow?? Let's meet over lunch
info,Bill dated 2014-03-11 for Rs 1135 has been generated for your Bsnl fixedline/broadband relationship no. 48363421. The same will reach you by 2014-03-14. Due date: 2014-03-26.
info,"DEAR Cameron, THANK YOU FOR YOUR BOOKING (ORDER ID: 72335), YOUR ORDER HAS BEEN ASSIGNED TO Dustin(9155841433) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2012-10-12 at 22:50. FOR ASSISTANCE WHATSAPP US ON 8723441748."
info,YourBus (Ernakulam-AGUMBE 21:54) left  Hosur at 22:54 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
info,Thank you for using your HDFC bank CREDITcard ending 5811 for Rs. 1328.00 in Hubli at Jabong on 2015-04-02 16:20
info,"Repair ref.no for your car is JC38348523 opened on 2014-09-13 11:57hrs,ETD of your car is 2014-09-14 22:26hrs and est.repair amt is Rs.1212 Rgds, Maha Veer Auto Agency"
info,YourBus (KOLAR GOLD FIELD-MANIPAL 5:51) left  J P Nagar at 6:51 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
ham,party on monday with tuesday
info,"DEAR Dominic, THANK YOU FOR YOUR BOOKING (ORDER ID: 75673), YOUR ORDER HAS BEEN ASSIGNED TO Miles(9286241166) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2012-08-18 at 2:31. FOR ASSISTANCE WHATSAPP US ON 8522711428."
spam,Cannot process request. Your mobile number is already registered. TID :84142448565
info,"[Marwari Bhojnalaya] Hi Adrian, your reservation is confirmed for 15 people on 2013-06-25 at 3:43. We can hold your table for a maximum of 16 mins."
ham,Nope..Will be out for biz lunch. I will only buzz u on FB at 17:30 hrs
ham,lets meet today during lunch
spam,"Dear SPICE JET Customer, flight 8Z318 from SLV shall be boarding from gate 12W. Boarding gate closes7 mins prior to the departure time."
spam,"Dear Air India Customer, flight 4X634 from LUH shall be boarding from gate 7F. Boarding gate closes15 mins prior to the departure time."
ham,i will die on 18th morning
info,"* KSRTC m-Ticket *  from: Mumbai to: Kundapura PsngrName: Jace TripCode: 2253MumKun PNR No.: J19135100 JnyDate: 2012-02-02 DepTime: 22:53  SeatNo.: 17, 54, 22, 47  Class: AC Sleeper  BoardingPt: Mumbai Residency Road Txn Password: 5177 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
ham,i am going to south korea on 4th. need to meet nishu there
spam,"Pest control in Rs.499&#10;Get Certified technician@ ur door for AC,TV,Fridge,oven repair, Painting/cleaning&#10;No Visiting Charge&#10;Cal:18674885484&#10;LocalRamu.com for u"
info,Bill dated 2013-07-14 for Rs 1139 has been generated for your Docomo fixedline/broadband relationship no. 51841541. The same will reach you by 2013-07-17. Due date: 2013-07-29.
ham,still apk version shown as 28 only.
info,Thank you for using your ICICI bank CREDITcard ending 2523 for Rs. 1884.00 in KARAIKUDI at ShopClues on 2013-12-31 9:53
info,Bill dated 2014-06-11 for Rs 1066 has been generated for your Docomo fixedline/broadband relationship no. 44328767. The same will reach you by 2014-06-14. Due date: 2014-06-26.
spam,"Dear customer, We wish you a Happy Diwali. Thanks for being a AMAZON SELLER SERVICES customer."
info,The PNR for your INDIGO Flt 7J225 for AJL-AGR on 2012-08-13 at 23:56 hrs  is HNSQEP. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
info,The PNR for your JET Airways Flt 4U183 for DEL-DIB on 2015-04-02 at 12:18 hrs  is EUW8UC. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
info,Thank you for using your HDFC bank CREDITcard ending 1334 for Rs. 3704.00 in Pune at Flipkart on 2012-02-28 10:15
ham,"Hi sam, plse let me know what time u're finishing today as I need to plan Dinner and can't do that til I know."
ham,sure without fail
info,"Dear Guest, Thanks for choosing Buvette Gastrotheque. Order ID 6875. Delivery by 2011-07-05 19:43. Enjoy 1% discount on your next purchase. Code B7EB05. T&C."
info,True Value : Service of your car KA62G4886 is due in 67 days on 2010-10-25. Please contact us at 9468134573 to book a service.
info,The PNR for your JET Airways Flt 5V833 for BHU-PGH on 2011-03-01 at 14:58 hrs  is PJRC5J. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
ham,okay thx for the reminder. I need to get my stuff together
ham,Can you take out the trash?
spam,Discover Twitter!&#10;Go to m.twitter.com/AddlCPTraffic for more of their Tweets. Text DISCOVER OFF to +91-7217391380 to stop. Terms: https://t.co/tos
ham,hang out with mary at Marry brown
spam,"Dear AirAsia Customer, flight 8Q526 from TIR shall be boarding from gate 16K. Boarding gate closes4 mins prior to the departure time."
info,Bill dated 2013-09-26 for Rs 490 has been generated for your Docomo fixedline/broadband relationship no. 87831837. The same will reach you by 2013-09-29. Due date: 2013-10-11.
info,Appointment with Dr Jordan in Mysuru on 2010-09-04 at 7:50 is confirmed. For queries call 1800 3743 2486. Your appt. might get delayed in case the doctor is attending an emergency.
info,"Thank you for choosing Ola for 2010-11-13 at 8:36. Cab:KA51S5574 , Chauffer: Calvin, Cell: 9561661867 will reach you. T&C apply, visit www.Ola.com"
info,Bill dated 2012-07-23 for Rs 1058 has been generated for your Aircel fixedline/broadband relationship no. 15266787. The same will reach you by 2012-07-26. Due date: 2012-08-07.
ham,need to catch up john and mary before diwali
ham,i have lunch with gladbin at total mall
spam,@ArvindKejriwal: Hope Hon'ble LG reads this https://t.co/nM36cDnKIE/s/i3Ip
ham,i will meet john after 18th in this month
ham,lets meet next weekend evening at 8
ham,call the bank between 8:30 and 4:30 on tuesdays
ham,lets meet next monday morning before 9
info,"Thank you for choosing taxiforsure for 2010-12-12 at 21:21. Cab:KA73S5481 , Chauffer: Xavier, Cell: 9484411583 will reach you. T&C apply, visit www.taxiforsure.com"
spam,Tap for a Glympse of my location: http://glympse.com/08Q3-M3P2
spam,Delivered: Your package withHEERAN ART Polyresin Sitting Buddha 25 cm ORBwas successfully delivered. More info at http://snapdeal.com/cBfWh1e
ham,lets meet today before lunch
info,"Hi Customer, Booking ID: WPFXX7T. Seats: GOLD-L16,L17,L18,L19,L20,L21, 6 seat(s) for Central Intelligence on 2012-05-16 6:21 at Triveni Theatre: Gandhinagar. Please carry your CC/DC card which was used for booking tickets."
info,"PNR:7414783143,TRAIN:7524,DOJ:2015-01-12,SL,BIH-BYL,Dep:14:25, Edwin,S1 79 , Fare:7951,SC:10.0+PG+INS"
spam,"Correction for ACT - RTI Training Session: Accommodation arrangement is NOT available. To block your seat, kindly register at https://goo.gl/No2xwM Don't forget to invite your friends to the Facebook event at https://www.facebook.com/events/650095477381084/ For any information contact Ms. Pushpa S on 9809929714. ACT Now..."
info,Lakshmi Auto Agency : Service of your car KA46T4688 is due in 78 days on 2015-01-23. Please contact us at 9267126341 to book a service.
ham,yeah got it..i wil do..Do u hav any idea wen he wil be free?
info,"* KSRTC m-Ticket *  from: Chennai to: Pune PsngrName: Kevin TripCode: 1454ChePun PNR No.: J49477578 JnyDate: 2010-01-21 DepTime: 14:54  SeatNo.: 33, 11, 12, 16, 51, 21, 23, 24, 27  Class: Non-AC Sleeper  BoardingPt: Chennai MG Road Txn Password: 7488 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
ham,daily reminder for 5 o'clk team meeting
ham,You gonna watch the all-star game tonight?
spam,OTP is 382381 for the txn of INR 171.00 at AMAZON SELLER SERVICES on your AXIS bank CREDIT card ending with 5782. Valid till 1:21:17. Do not share the OTP with anyone for security reasons
info,"Thank you for choosing ucabs for 2014-03-09 at 7:28. Cab:KA27T3431 , Chauffer: Caleb, Cell: 9312757411 will reach you. T&C apply, visit www.ucabs.com"
info,"Thank you for choosing Meru for 2013-08-23 at 19:43. Cab:KA66P7464 , Chauffer: Richard, Cell: 9223828784 will reach you. T&C apply, visit www.Meru.com"
ham,we can meet ther
info,* KSRTC m-Ticket *  from: KOTTAYAM to: SHIVAMOGGA PsngrName: Nathaniel TripCode: 933KOTSHI PNR No.: J25792507 JnyDate: 2013-10-05 DepTime: 9:33  SeatNo.: 10  Class: AC Sleeper  BoardingPt: KOTTAYAM Residency Road Txn Password: 1353 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in
info,YourBus (MANIPAL-Coimbatore 16:47) left  Bommanahalli at 17:47 approx. It is running as per schedule.Track YourBus at http://goo.gl/R0m5jx
spam,"Box8- Desi Meals If the way to someone's heart is delicious food, why wait? ;) Get 100% Cashback on 250 & above only Tonight. https://get.box8.in Code: WOW100"
info,"Hi Customer, Booking ID: WONDRB0. Seats: GOLD-E11,E12,E13,E14,E15,E16,E17, 7 seat(s) for X-Men: Apocalypse on 2011-01-13 22:13 at Triveni Theatre: Gandhinagar. Please carry your CC/DC card which was used for booking tickets."
info,Maha Veer Auto Agency : Service of your car KA84A2127 is due in 23 days on 2012-10-29. Please contact us at 9628621717 to book a service.
spam,Delivered: Your package withPawzone Red 1.25 inch Dog Collarwas successfully delivered. More info at http://ebay.com/cBfWh1e
ham,cut the lan wire
ham,have to meet dr. shastri @ 5
ham,i have to call john by month end
